"Количество отвердителя, м.%","Содержание эпоксидных групп, %","Температура вспышки, С","Потребление смолы, г/м2","Угол нашивки, град",Шаг нашивки,Плотность нашивки,"Плотность, кг/м3","Поверхностная плотность, г/м2","Модуль упругости, ГПа",Соотношение матрица-наполнитель,"Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа"
0.0,0.40351322100248765,0.0,0.5316905811885018,0.0,0.29100027622397195,0.5060831722770273,0.6518927923025055,0.309721757043207,0.4975542369575837,0.29973384232806166,0.3020038214271352,0.7354937399087712
0.11398082500299617,0.4898277276488281,0.6197885463241872,0.5316905811885018,0.0,0.29100027622397195,0.557156130863542,0.6518927923025055,0.309721757043207,0.4975542369575837,0.29973384232806166,0.3020038214271352,0.7354937399087712
0.11338929123319375,0.9999999999999998,0.6197885463241872,0.5316905811885018,0.0,0.29100027622397195,0.7273993261519245,0.6518927923025055,0.309721757043207,0.4975542369575837,0.29973384232806166,0.3020038214271352,0.7354937399087712
0.6249889445273993,0.3433501772947789,0.676009793591634,0.5316905811885018,0.0,0.3644414067961374,0.33583997698864465,0.6518927923025055,0.309721757043207,0.4975542369575837,0.29973384232806166,0.3020038214271352,0.7354937399087712
0.5081561803389346,0.40351322100248765,0.6197885463241872,0.5316905811885018,0.0,0.3644414067961374,0.5060831722770273,0.6518927923025055,0.309721757043207,0.5059087008574323,0.4932302976046413,0.3020038214271352,0.7354937399087712
0.5081561803389346,0.40351322100248765,0.6197885463241872,0.5316905811885018,0.0,0.3644414067961374,0.557156130863542,0.5724011790387644,0.309721757043207,0.5029824746192155,0.49252263944725994,0.3020038214271352,0.7354937399087712
0.5081561803389346,0.40351322100248765,0.6197885463241872,0.5316905811885018,0.0,0.3644414067961374,0.7273993261519245,0.33365913190098695,0.309721757043207,0.5373483149008176,0.45123723685805306,0.3020038214271352,0.7354937399087712
0.5081561803389346,0.40351322100248765,0.6197885463241872,0.19253545455250598,0.0,0.5113236679404682,0.33583997698864465,0.30710692294755404,0.45515627180096474,0.3755567296462102,0.4495341500873894,0.6202556824143741,0.2382578394807474
0.6249889445273993,0.3433501772947789,0.676009793591634,0.19253545455250598,0.0,0.5113236679404682,0.5060831722770273,0.3867481707982021,0.45515627180096474,0.5845539264229438,0.6538149757192634,0.6202556824143741,0.2382578394807474
0.6249889445273993,0.3433501772947789,0.676009793591634,0.8014773396193648,0.0,0.5113236679404682,0.557156130863542,0.8372056074294498,0.8541982873798245,0.878652507657433,0.6488351382018491,0.8015305519570468,0.3230110692835355
0.6249889445273993,0.3433501772947789,0.676009793591634,0.8014773396193648,0.0,0.5113236679404682,0.7273993261519245,0.9958633047383296,0.8541982873798245,0.6096379907630902,0.5238980389745861,0.8015305519570468,0.3230110692835355
0.6249889445273993,0.3433501772947789,0.676009793591634,0.8014773396193648,0.0,0.6582059290847992,0.33583997698864465,0.5458942159246059,0.8541982873798245,0.9887244272258847,0.5151672460924986,0.8015305519570468,0.3230110692835355
0.6249889445273993,0.3433501772947789,0.676009793591634,0.5316905811885018,0.0,0.6582059290847992,0.5060831722770273,0.43981688778116634,0.5221565539666091,0.5489194471416221,0.24316533743565816,0.5165045967209139,0.5130124368115642
0.6249889445273993,0.3433501772947789,0.676009793591634,0.5316905811885018,0.0,0.6582059290847992,0.557156130863542,0.5193823311532961,0.5221565539666091,0.3956931951014623,0.5238980389745861,0.5165045967209139,0.5130124368115642
0.6249889445273993,0.3433501772947789,0.676009793591634,0.5316905811885018,0.0,0.6582059290847992,0.7273993261519245,0.33365913190098695,0.5221565539666091,0.5332892830625297,0.7483773666796971,0.5165045967209139,0.5130124368115642
0.6249889445273993,0.3433501772947789,0.676009793591634,0.5316905811885018,0.0,0.7316470596569646,0.33583997698864465,0.6518927923025055,0.309721757043207,0.2276691247774928,0.5270108789486189,0.3020038214271352,0.7354937399087712
0.6249889445273993,0.3433501772947789,0.676009793591634,0.5316905811885018,0.0,0.7316470596569646,0.5060831722770273,0.25398698587139634,0.309721757043207,0.23493377733060167,0.6538149757192634,0.3020038214271352,0.7354937399087712
0.6249889445273993,0.3433501772947789,0.676009793591634,0.19253545455250598,0.0,0.7316470596569646,0.557156130863542,0.43981688778116634,0.45515627180096474,0.35772191153730404,0.7810173703907257,0.6202556824143741,0.2382578394807474
0.6249889445273993,0.3433501772947789,0.676009793591634,0.19253545455250598,0.0,0.7316470596569646,0.7273993261519245,0.2805495503820632,0.45515627180096474,0.37861828390988983,0.9193289791891737,0.6202556824143741,0.2382578394807474
0.5081561803389346,0.40351322100248765,0.6197885463241872,0.8014773396193648,0.0,0.5039795548832517,0.5116160761238997,0.5193823311532961,0.8541982873798245,0.7493507723248725,0.6488351382018491,0.8015305519570468,0.3230110692835355
0.5081561803389346,0.40351322100248765,0.6197885463241872,0.8014773396193648,1.0,0.29100027622397195,0.33583997698864465,0.5724011790387644,0.8541982873798245,0.16184865404733095,0.5151672460924986,0.8015305519570468,0.3230110692835355
0.5081561803389346,0.40351322100248765,0.6197885463241872,0.5316905811885018,1.0,0.29100027622397195,0.5060831722770273,0.36020620527333236,0.5221565539666091,0.3266402532564807,0.24316533743565816,0.5165045967209139,0.5130124368115642
0.5081561803389346,0.40351322100248765,0.6197885463241872,0.5316905811885018,1.0,0.29100027622397195,0.557156130863542,0.25398698587139634,0.5221565539666091,0.4283076876944835,0.7483773666796971,0.5165045967209139,0.5130124368115642
0.6847737857681501,0.4080153531588484,0.44148685953670946,0.6215616756355906,1.0,0.29100027622397195,0.7273993261519245,0.4485047735124539,0.5818480047067273,0.723747506720848,0.4549419810666224,0.9649427746709129,0.567285604339422
0.7451478130948378,0.4510948729607245,0.8670342552157795,0.5527166181942467,1.0,0.3644414067961374,0.33583997698864465,0.42017261148982943,0.773138481927714,0.5917082220026256,0.43664302803595545,0.6922599415841368,0.2976789257755408
0.43967888275639955,0.45485420804586796,0.7213776912478598,0.39023479828558877,1.0,0.3644414067961374,0.5060831722770273,0.672108008749051,0.5762395007149987,0.4792223761454378,0.3405353026997102,0.5468494316247217,0.5823425259386735
0.6692908869192541,0.6426678895122218,0.7778848969661478,0.20392605102819722,1.0,0.3644414067961374,0.557156130863542,0.62068517498638,0.2496159136609592,0.5542838316213858,0.29958938192849527,0.7545008890900036,0.5202902630468885
0.46742679395907516,0.13799166599041301,0.7802903267687178,0.7192239881922635,1.0,0.3644414067961374,0.7273993261519245,0.35465167057591085,0.5619584295140482,0.3405483176884737,0.6028867656548619,0.45394686735996004,0.7593585775597053
0.4062923326946434,0.44571191174408864,0.5416077092391804,0.2157456504533538,1.0,0.5113236679404682,0.33583997698864465,0.2860503364004625,0.7381518712746814,0.43972188352856423,0.4804062322106093,0.5900695541913272,0.4439833751400525
0.7671360319252153,0.36777821363668517,0.7890504380235763,0.67035173372057,1.0,0.5113236679404682,0.5060831722770273,0.5945508598607887,0.5679110684984117,0.2874239579110314,0.39089400398695073,0.44751679438941494,0.6152770242206144
0.7671310596680762,0.2533012540435524,0.4321727560922029,0.33698253302968345,1.0,0.5113236679404682,0.557156130863542,0.5024892871135114,0.5331716305661671,0.6428686850393842,0.32585956403867605,0.6610762682303957,0.510281641911647
0.2976024940121656,0.4051839709866738,0.8274482612120437,0.20396590032268547,1.0,0.5113236679404682,0.7273993261519245,0.23403921343250733,0.7732554646374837,0.5338890937280064,0.28111496108498296,0.3639661274503858,0.6529723926140768
0.2201836800666424,0.5203765311905972,0.5130023309267515,0.4878025328960833,1.0,0.6582059290847992,0.33583997698864465,0.5990278258036703,0.211751130067983,0.2523287034255758,0.5970992661213614,0.1331161741460889,0.5159230315536493
0.6564341256991352,0.4616755298040214,0.7313350364077773,0.46602240877728635,1.0,0.6582059290847992,0.5060831722770273,0.33980639442265215,0.45313106143690507,0.7494013113936421,0.5372160547999416,0.6381088969829776,0.4501374172971798
0.49053694736302833,0.6002618556650978,0.6541951146940013,0.43762938177198724,1.0,0.6582059290847992,0.557156130863542,0.2539068803156743,0.4768330632500493,0.649370560636897,0.5231706776713233,0.41265520222518504,0.77046522217915
0.3077320363001442,0.4708798521634794,0.5996982792311136,0.6426738739680093,1.0,0.6582059290847992,0.7273993261519245,0.07650575466281939,0.5946981127797049,0.5087589342315818,0.5910981452237519,0.2584427872488426,0.8113898203952384
0.1634868991984046,0.5084768251987395,0.7690367592075587,0.5408127973831736,1.0,0.7316470596569646,0.33583997698864465,0.3308464374563602,0.5127213862389565,0.3726315874857856,0.4206700940851794,0.5734944379709752,0.2767228846603832
0.6480809262330499,0.5840774435754637,0.6268510878788867,0.7068413569849703,1.0,0.7316470596569646,0.5060831722770273,0.5123268115505111,0.6689427842359609,0.959194938390419,0.9583868746010246,0.4536874282201566,0.0598778901301561
0.4994395050927821,0.47462683402829753,0.5679363915360622,0.42296884690614284,1.0,0.7316470596569646,0.557156130863542,0.7988273592547532,0.3719164450911161,0.6086779012705824,0.4249397879335577,0.39837032284305707,0.6299002442855842
0.6467268247442984,0.4259168456462603,0.8925784849089655,0.3417631246482537,1.0,0.7316470596569646,0.7273993261519245,0.781357319247376,0.7279157576753648,0.9433284143682044,0.4716989638314867,0.7100446488571599,0.5559017437054271
0.1827248236672458,0.4748343469744347,0.7365941282683519,0.8386694766255562,0.0,0.574201507111571,0.6303941380154681,0.4886260258600723,0.6354334849965516,0.32655949664001455,0.5474965045079289,0.6258176876187704,0.6740243459442453
0.24385465798853284,0.5342942329173275,0.5740219291775048,0.5554184948282928,0.0,0.5408134080346475,0.5274486932857194,0.40293398397606506,0.22522165658152704,0.6792473193047975,0.429358194719773,0.06043431330022386,0.6821963312806455
0.2830425320082225,0.1536584718391838,0.40201063904844353,0.8511980121164857,0.0,0.4875126095024615,0.8742051295000077,0.5622208202058552,0.08174697052805428,0.3694574351112443,0.47101012513110985,0.2683049025916695,0.41550378265406473
0.448588588304195,0.2421361494247145,0.4103635471053491,0.09374493268742407,0.0,0.5499829557013477,0.18563398556715638,0.4820696754413598,0.7767882349248575,0.5906140949302492,0.15264571933780963,0.5241357301969494,0.46333193405363005
0.30755397985337163,0.04459739591564604,0.43650687078365985,0.811828230629057,0.0,0.6086845174747776,0.3195890319475283,0.7032037960127218,0.5859534670287913,0.2799343363776596,0.5227961900935421,0.2897871713463047,0.4330886808618738
0.7263576731357957,0.5200882997211882,0.584896471492165,0.6270659391125128,0.0,0.55951653650072,0.10722079110294636,0.34263175831480375,0.3566667423436558,0.546561311586124,0.8051678837827053,0.6788499234010779,0.16973417486823295
0.7716759146338507,0.16439942486440384,0.7347012593146123,0.8163640921610782,0.0,0.7538956625839126,0.20363387481234263,0.4752331916482264,0.6399080400094203,0.7340070463458614,0.40265462903288884,0.3870645714271568,0.8994013979302132
0.6383971159953886,0.3776794238439194,0.635580162798542,0.561651355177005,0.0,0.6543055529440208,0.762888122056351,0.5313434419687573,0.2603783253507212,0.8704805521019298,0.17633908154745703,0.6005654285690554,0.5423939595586432
0.39660559279180074,0.22985008715644506,0.3402619434685675,0.7676668983600068,0.0,0.2723921280921482,0.5230695647221179,0.53621543808244,0.2964473512340617,0.5386773647195194,0.3593508125313858,0.7020853971873571,0.5146511705117093
0.5419345663845092,0.3625391075183171,0.7526591685592112,0.42981559783281414,0.0,0.6651361042412461,0.2984137226731912,0.5506387630058951,0.7088775569059531,0.7861883524579981,0.7719831062301885,0.3253415457994784,0.23643380200803066
0.5139519799059589,0.23140973816066168,0.810576115252025,0.48670262522939883,0.0,0.46019195858649564,0.7640359806755836,0.538630075926684,0.4338267165139712,0.293435157894023,0.5523040358135467,0.49652406404428717,0.32996541125290035
0.5088957237835804,0.19528879232155205,0.6914186384209484,0.5533918816112093,0.0,0.5302686764598313,0.3906554859583552,0.4152465602177067,0.3285618374970546,0.2578199737777986,0.7787550057700893,0.48088896351592325,0.3640846925469048
0.5341610904019346,0.33104082136681345,0.4490923646508878,0.42436659519831305,0.0,0.47812775875208924,0.7992228295398534,0.45596514000853805,0.46546787743293155,0.428741540530405,0.2975187693773355,0.5269814035675928,0.505047393663839
0.6757016312303251,0.4654757533129059,0.6489920619766161,0.5293991307815464,0.0,0.44861414618435913,0.7334498430341085,0.7258848053537861,0.5599995130488947,0.6135336496518511,0.17698315189878103,0.2612137871491029,0.5566836409485453
0.5680500298235981,0.5290537592567202,0.7090736794567338,0.6874159349359978,0.0,0.7353718674638241,0.7981637303519735,0.7459491997419017,0.33248622921463183,0.3869391837478653,0.6689087766967245,0.28896729149562717,0.45721970932098344
0.44212134110617984,0.47662046644196265,0.5451201277774942,0.8740903145425714,0.0,0.725222888102929,0.7468890410601956,0.7792148639253504,0.3009727285590797,0.402049796358995,0.7326878604940888,0.6771522264236012,0.6070746838467224
0.47977514054929304,0.632865260208465,0.6567647815521194,0.6310515474839604,0.0,0.4119515316123755,0.828733365204289,0.32633357668897567,0.5189318973596161,0.5650050183419044,0.8644421825403831,0.617492245073958,0.6167683301896153
0.33909922166237355,0.34935636733658937,0.46038400163799514,0.7329388492982127,0.0,0.4566142620745431,0.09543510543660838,0.5337955299230792,0.13738752712567495,0.34252607424680886,0.7934520596193515,0.40590898234059125,0.7985792501863388
0.057571360122047804,0.401309283266144,0.4585638115395689,0.6958643046640822,0.0,0.5341225500777546,0.6228922391415754,0.6940586349856073,0.6410012560878275,0.47892337164225973,0.8350612985979404,0.5459676553290116,0.6210248902531731
0.8601819825764602,0.5023741032117957,0.5317051399503014,0.4230663486574939,0.0,0.3833083666227105,0.6794427756291641,0.2878740603000587,0.27374824649710394,0.6295780334319832,0.5646673146791991,0.3792719620036813,0.3238726492885562
0.4701549115773592,0.2871843995578651,0.6787815098681329,0.8163829262371141,0.0,0.16634535023232636,0.6560274038158194,0.7139449550585573,0.48343998125640325,0.19915295960882018,0.47354486203869217,0.3795305127647737,0.3839257211966772
0.7815774982693902,0.39989975893242535,0.7262637890884327,0.4816608540804011,0.0,0.49617110177342755,0.3408618696281914,0.4942395609316792,0.4791636348498654,0.48924033270846173,0.5764411016967372,0.5303940228673909,0.5335425798047616
0.6730962625055722,0.35803695609744324,0.911220240369512,0.41854688925429534,0.0,0.4585304875084819,0.7664340470399227,0.622925718530217,0.09292612971735104,0.6931147048209306,0.35151228925209743,0.5767485328675939,0.678815606537358
0.37417116391199523,0.42745345733935647,0.7405236897670913,0.8726197984492183,0.0,0.36334591111507014,0.18785339510414378,0.3543227553775008,0.4871215140923946,0.5127966745430761,0.8992009995390178,0.2408176767507335,0.42785246787694653
0.32640214063758166,0.6398806102040837,0.5488036505213385,0.4466403333808919,0.0,0.4519340506487072,0.07714082052677296,0.4572911576785721,0.6576683469288009,0.2983717866141498,0.4496265822597505,0.3087710046259282,0.7373941118215203
0.5326210811837554,0.5307292193364574,0.6846405101173312,0.7452094515360304,0.0,0.5688068698262025,0.46580052742329714,0.5555011367010172,0.26834931588683947,0.24929131694099863,0.26665647418044014,0.5446046906734558,0.16319727112121318
0.45616490037584956,0.31522998028141336,0.4162972650012317,0.7384114600623197,0.0,0.9665857500224426,0.6654822654061692,0.6111543463981839,0.646400248991788,0.4193251513773427,0.8245919089824759,0.7446598382733391,0.424207768406181
0.3463995356100857,0.4650783531788343,0.6442910641150128,0.5617999920894972,0.0,0.37052641764902833,0.393822217999097,0.22303167828115988,0.42268742592717423,0.40085608878846213,0.632763729234312,0.5328687621162196,0.718451655224618
0.4743545942520032,0.22788486910304506,0.7512568131123787,0.09853124798439383,0.0,0.7773925389654648,0.3451994623333553,0.15614521193944864,0.1575497739478619,0.7509975152342914,0.4746636394467785,0.3813096036019168,0.8872571213170729
0.35304821392018754,0.4513081029666348,0.6053638104576884,0.2545561633208916,0.0,0.3494493042184647,0.17248758781430917,0.6844195561255288,0.4107547831047289,0.4155327954790245,0.5650449816040041,0.2707063867292625,0.39203142221940446
0.7596838357600247,0.0749517263599162,0.6366161323706474,0.371086458766172,0.0,0.3778763845832252,0.8893698991542491,0.5973098687878702,0.46968314562314367,0.6265208799267923,0.6876417370468014,0.2493688334578934,0.03833751316106415
0.5041111529793828,0.4338030992521211,0.7112942724134492,0.2660250765451601,0.0,0.5422940974653501,0.5271678533659098,0.5944266482446601,0.7859254287511959,0.04827304755983783,0.3308256111576978,0.4629178477260645,0.6687679425801397
0.8536908940354234,0.4303056722903711,0.6889876267780031,0.2331207882730867,0.0,0.3310936035498112,0.6137739750098046,0.3858923535113066,0.7900505979010937,0.7277242508712302,0.4448039535365842,0.6399887420215933,0.29527507796117647
0.5487286320234227,0.148286548714204,0.8533414879877617,0.5316748707110031,0.0,0.3704163839402034,0.5983913163335486,0.753227791706018,0.47402994968827616,0.5592466960395903,0.7785137807437309,0.2756318329618779,0.78963986432842
